code,div_l,div_m,div_s,div_n,name,former_labels,labels
65006,커피차,분말차,코코아/핫초코,초코맛,허쉬핫초코오리지널450G,3998,365
65007,커피차,분말차,코코아/핫초코,초코맛,동서식품미떼핫초코오리지날캔430G,3999,366
65008,커피차,분말차,메밀차,메밀차,동서식품메밀차100T150G,4000,367
65009,커피차,분말차,코코아/핫초코,초코맛,동서식품미떼핫초코오리지날40T680G,4001,368
65010,커피차,분말차,코코아/핫초코,초코맛,동서식품미떼핫초코마일드10T300G,4002,369
65012,커피차,분말차,커피,원두커피,동서식품맥심아라비카커피리필150G,4004,370
65013,커피차,분말차,코코아/핫초코,초코맛,동서미떼핫초코오리지날10T30G,4005,371
65014,커피차,분말차,생강차,생강차,simplus생강차30T450G,4006,372
65015,커피차,분말차,둥굴레차,둥굴레차,홈플러스_국내산_둥글레차,4007,373
65016,커피차,분말차,커피,모카,네스카페부드러운모카50T,4008,374
65018,커피차,분말차,녹차/현미녹차,녹차/현미녹차,캐모마일현미녹차40T,4010,375
65019,커피차,분말차,생강차,생강차,꽃샘THE생강차15T225G,4011,376
65021,커피차,분말차,커피,원두커피,맥널티_자메이카블루마운틴블렌드분쇄_226G,4012,377
65025,커피차,분말차,코코아/핫초코,초코맛,동서식품_제티초콕쿠키앤쵸코_36G,4015,378
65064,커피차,분말차,아이스티,아이스티,꽃샘식품립톤아이스티레몬_라임300G,4052,379
65074,커피차,분말차,아이스티,아이스티,유니레버코리아립톤티앤허니200G,4058,380
65084,커피차,분말차,전통차,식혜,두레방전통식혜메이킹240G,4065,381
65097,커피차,액상차,과실절임차,매실차,CJ백설리얼매실청310ML,4075,382
65098,커피차,액상차,생강차,생강차,CJ백설리얼생강청310ML,4076,383
65099,커피차,액상차,과실절임차,오미자차,CJ백설리얼오미자청310ML,4077,384
65188,커피차,분말차,녹차,녹차/현미녹차,CJ투썸그린티파우더,4109,385
65189,커피차,액상차,아이스티,아이스티,홈플러스그린에이드샤인머스캣,4110,386
65190,커피차,분말차,기타,기타,CJ투썸요거트파우더,4111,387
65203,커피차,분말차,기타,콩차,녹차원검은콩참깨차10T,4123,388
65204,커피차,분말차,밀크티,밀크치,남양루카스나인흑당밀크티10T,4124,389
65205,커피차,분말차,기타,기타,녹차원팥알이통통달콤팥차10T,4125,390
65206,커피차,분말차,아이스티,아이스티,네슬레블루레모네이드C_40T,4126,391
65213,커피차,분말차,아이스티,아이스티,담터꿀자몽차믹스10T,4129,392
65214,커피차,분말차,전통차,대추차,꽃샘더대추차플러스15T,4130,393
65215,커피차,분말차,아이스티,아이스티,홈플러스핑크에이드레몬15T,4131,394
65216,커피차,분말차,아이스티,아이스티,홈플러스블루에이드소다맛15T,4132,395
65309,커피차,분말차,커피,아메리카노,동서맥심원두분쇄커피싱글오리진10T,4175,396
65310,커피차,분말차,커피,아메리카노,엔지레너스에티오피아예가체프8T,4176,397
65311,커피차,분말차,커피,헤이즐넛,맥널티액상커피헤이즐넛향8T,4177,398
65312,커피차,액상차,과실절임차,오미자차,녹차원베리베리오미자10T,4178,399
65313,커피차,분말차,커피,아메리카노,동서맥심부드러운블랙아라비카10020T,4179,400
65314,커피차,분말차,생강차,생강차,녹차원썡썡한하루를위한사과생강10T,4180,401
65315,커피차,분말차,기타,기타,꽃샘모링가추출분말10T,4181,402
65316,커피차,분말차,허브차,쟈스민,녹차원쟈스민허브차20T,4182,403
65317,커피차,분말차,허브차,페퍼민트,녹차원페퍼민트허브차20T,4183,404
65318,커피차,분말차,녹차,녹차/현미녹차,녹차원맛있는녹차작설10T,4184,405
65319,커피차,분말차,커피,아메리카노,맥널티콜롬비아슈프리모맥널티싱글오리진핸드드립커피,4185,406
65320,커피차,분말차,커피,인스턴트커피,효성지7커피인스턴트커피15T(지쎄븐),4186,407
65321,커피차,분말차,커피,아메리카노,로버트팀즈이탈리안에스프레소스타일8T,4187,408
65322,커피차,분말차,커피,아메리카노,로버트팀즈다크로스트10T,4188,409
65323,커피차,분말차,기타,기타,꽃샘모링가40T,4189,410
65324,커피차,분말차,과실절임차,유자차,꽃샘꿀유자차포션15T,4190,411
65325,커피차,분말차,메밀차,메밀차,홈플러스메밀차,4191,412
65326,커피차,분말차,커피,아메리카노,알리카페클래식15T,4192,413
65327,커피차,분말차,커피,아메리카노,동서맥심카누마일드로스트스위트아메리카노10T,4193,414
65328,커피차,분말차,커피,아메리카노,맥심카누마일드로스트아메리카노10T,4194,415
65329,커피차,분말차,커피,아메리카노,맥심카누다크로스트아메리카노10T,4195,416
65330,커피차,액상차,기타,기타,상하목장슬로우키친로제파스타소스,4196,417
65331,커피차,분말차,기타,계피차,녹차원편안한시간대추계피차10T,4197,418
65332,커피차,분말차,생강차,생강차,녹차원따뜻한습관귤피생강차10T,4198,419
65333,커피차,분말차,커피,아메리카노,이디야블렌딩티피나콜라다10T,4199,420
65334,커피차,분말차,커피,아메리카노,동서맥심카누미니마일드로스트스위트아메리카노10T,4200,421
65335,커피차,분말차,커피,아메리카노,동서맥심카누시그니처미디엄로스트12T,4201,422
65336,커피차,분말차,커피,아메리카노,동서맥심카누시그니처다크로스트12T(미니),4202,423
65337,커피차,분말차,커피,아메리카노,동서맥심카누시그니처미디엄로스트12T(미니),4203,424
65338,커피차,분말차,코코아/핫초코,초코맛,허쉬오리지널핫초코(종이컵분말),4204,425
65384,커피차,분말차,커피,아메리카노,코엔에프맥널티아메리카노블랙,4210,426
65392,커피차,분말차,잎차,뽕잎차,녹차원뽕잎차40EA,4212,427
65393,커피차,분말차,기타,기타,꽃샘식품타트체리분말,4213,428
65427,커피차,액상차,과실절임차,레몬차,자임에프앤비프리미엄라임청,4240,429
65437,커피차,분말차,커피,아메리카노,효성인터내셔날지7커피100T,4249,430
65630,커피차,분말차,기타,기능성차,화인에프티제나선다이어트차10스틱,4299,431
65631,커피차,분말차,기타,기능성차,노비스바이오안먹은걸로20포,4300,432
65633,커피차,분말차,보리차,보리차,금광약초매일마시는2리터의습관통보리차,4302,433
65690,커피차,분말차,기타,기타,금광약초)신령스런기운영지버섯,4339,434
65691,커피차,분말차,우엉차,우엉차,금광약초)매일마시는2리터의습관우엉차,4340,435
65692,커피차,분말차,둥굴레차,둥굴레차,금광약초)매일마시는2리터의습관둥굴레차,4341,436
65695,커피차,분말차,잎차,모링가차,광일)모링가잎분말,4344,437
65696,커피차,분말차,기타,기능성차,궁파무역)건조맥주효모,4345,438
65697,커피차,분말차,허브차,레몬밤,내추럴브릿지)레몬밤추출물분말,4346,439
65698,커피차,분말차,기타,기능성차,젤텍2)피쉬콜라겐,4347,440
65699,커피차,분말차,기타,견과차,수내추럴)쌀눈조아(분말)_110g,4348,441
65704,커피차,분말차,기타,기타,신농바이오)건강에味치다옛날맛간편영양재료,4353,442
65705,커피차,분말차,기타,기타,신농바이오)건강에味치다더덕간편영양재료,4354,443
65706,커피차,분말차,기타,기타,신농바이오)건강에味치다얼큰맛재료,4355,444
65707,커피차,분말차,기타,기타,신농바이오)건강에味치다누룽지재료,4356,445
65804,커피차,분말차,기타,기타,네추럴브릿지)동결건조아로니아분말,4428,446
65805,커피차,분말차,기타,견과차,수내추럴)쌀눈조아(분말)_230g,4429,447
65806,커피차,액상차,과실절임차,오미자차,금광약초)다섯가지아름다운맛오미자,4430,448
65807,커피차,액상차,과실절임차,산수유,금광약초)지친남성을위한산수유,4431,449
65843,커피차,분말차,커피,아메리카노,에스씨디글로벌)포켓커피초콜릿에스프레소5개입,4446,450
65863,커피차,액상차,과실절임차,모과,쌍계명차)모과돌배차20T,4464,451
65864,커피차,분말차,잎차,히비스커스,티젠)히비스커스아름다운여신들의차20T,4465,452
65865,커피차,분말차,생강차,생강차,담터)피코크정성스럽게고른생강으로만든생강차20개입,4466,453
65866,커피차,분말차,보리차,보리차,쌍계명차)우리아이뽀로로보리차15T,4467,454
65867,커피차,분말차,기타,견과차,담터)피코크아몬드호두율무차20개입,4468,455
65869,커피차,분말차,허브차,페퍼민트,쌍계명차)피코크루이보스민트블렌드티7T,4469,456
65997,커피차,분말차,커피,라떼,한국맥널티)그레인라떼10T,4529,457
66014,커피차,분말차,잎차,보이차,티젠)티젠보이차10T마실수록가벼워지는보이차,4538,458
66042,커피차,분말차,기타,기능성차,티젠)에너지티10T,4555,459
66058,커피차,분말차,옥수수차,옥수수차,유기농산)국산발아유기농옥수수차,4559,460
66059,커피차,액상차,과실절임차,블루베리,가고파힐링푸드2공장)힐링N팜블루베리즙10포,4560,461
66070,커피차,분말차,둥굴레차,둥굴레차,신성에프엔비)몸애조화둥굴레180G,4565,462
66133,커피차,분말차,보리차,보리차,신성에프엔비)알곡보리차,4600,463
66145,커피차,분말차,기타,견과차,태광푸드)블랙푸드미숫가루,4611,464
66168,커피차,분말차,보리차,보리차,일동후디스)키요출동슈퍼윙스유기농보리차,4622,465
66172,커피차,분말차,옥수수차,옥수수차,신성에프앤비)몸애조화알곡옥수수차,4624,466
66210,커피차,분말차,코코아/핫초코,초코맛,미성패밀리)스위스미스마시멜로핫코코아믹스5입,4631,467
70151,커피차,분말차,둥굴레차,둥굴레차,동서)둥굴레차30G,4799,468
70153,커피차,분말차,잎차,자스민,담더)자스민차20G,4800,469
70207,커피차,분말차,커피,라떼,동서맥심카누돌체라떼8T,4825,470
70233,커피차,분말차,커피,인스턴트커피,네스카페오리진스알타리카,4843,471
75007,커피차,분말차,기타,기타,산내들식품)건강에미치다얼큰맛재료,4863,472
75019,커피차,분말차,옥수수차,옥수수차,기린농협)통옥수수차,4870,473
75090,커피차,분말차,커피,인스턴트커피,효성지7커피믹스3IN1(10T),4919,474
80121,커피차,분말차,커피,아메리카노,카누마일드로스트아메리카노9g,5023,475
80122,커피차,분말차,커피,아메리카노,카누다크로스트아메리카노9g,5024,476
80123,커피차,분말차,커피,아메리카노,카누마일드로스트스위트아메리카노9g,5025,477
80124,커피차,분말차,커피,아메리카노,카누다크로스트스위트아메리카노9g,5026,478
80253,커피차,분말차,둥굴레차,둥굴레차,꽃샘둥굴레차20T,5081,479
80254,커피차,분말차,커피,아메리카노,네슬레네스카페크레마인텐소미니아메리카노30T,5082,480
80262,커피차,분말차,보리차,보리차,꽃샘보리차20T,5089,481
90153,커피차,분말차,전통차,쌍화차,담터쌍화차225G,5277,482
90154,커피차,분말차,전통차,한차,담터한차225G,5278,483
90164,커피차,분말차,커피,인스턴트커피,동서맥심오리지날(50개입)500G,5281,484
90172,커피차,분말차,잎차,뽕잎차,송원뽕잎차,5287,485
90192,커피차,분말차,녹차/현미녹차,녹차/현미녹차,동서)현미녹차100T150G,5292,486
A10018,커피차,분말차,커피,원두커피,맥심)아라비카100,5348,487
A10019,커피차,분말차,커피,인스턴트커피,오울)코코넛슈거커피,5349,488
A20012,커피차,분말차,커피,인스턴트커피,지7에스프레소인스턴트커피,5361,489
A20013,커피차,분말차,커피,모카,맥심)부드러운블랙모카골드,5362,490
A20014,커피차,분말차,커피,아메리카노,맥심)디카페인,5363,491
A20015,커피차,분말차,녹차/현미녹차,녹차/현미녹차,다농원)가루녹차,5364,492
A20017,커피차,분말차,코코아/핫초코,바닐라맛,동서식품)제티바나나맛,5365,493
A30018,커피차,분말차,커피,원두커피,(주)이디야케냐AA테이블탑,5391,494
A30019,커피차,분말차,커피,인스턴트커피,(주)동서식품맥심시그니처블렌드,5392,495
A40015,커피차,분말차,커피,헤이즐넛,(주)나무인터내셔널헤이즐넛향커피,5428,496
A40016,커피차,분말차,코코아/핫초코,바닐라맛,미가방주식회사제티초콕바나나맛,5429,497
A40017,커피차,분말차,코코아/핫초코,딸기맛,미가방주식회사제티초콕딸기맛,5430,498
A40018,커피차,분말차,커피,아메리카노,(주)맥심부드러운블랙,5431,499
10138,통조림/안주,통조림,보일드통조림,참치통조림,동원참치라이트스탠다드200G,126,0
10139,통조림/안주,통조림,가미통조림,참치통조림,동원고추참치150G,127,1
10140,통조림/안주,통조림,가미통조림,옥수수/반찬통조림,롯데햄장조림140G,128,2
10141,통조림/안주,통조림,가미통조림,참치통조림,동원매운고추참치150G,129,3
10142,통조림/안주,통조림,가미통조림,참치통조림,동원야채참치150G,130,4
10143,통조림/안주,통조림,보일드통조림,참치통조림,동원마일드참치150G,131,5
10144,통조림/안주,통조림,보일드통조림,닭가슴살통조림,동원순닭가슴살135G,132,6
10145,통조림/안주,통조림,과일통조림,파인애플통조림,동원미니파인애플234G,133,7
10146,통조림/안주,통조림,보일드통조림,번데기통조림,유동번데기130G,134,8
10147,통조림/안주,통조림,가미통조림,옥수수/반찬통조림,동원양반김치160G,135,9
10148,통조림/안주,통조림,가미통조림,스팸/햄통조림,롯데햄고추장고기볶음95G,136,10
10149,통조림/안주,통조림,가미통조림,옥수수/반찬통조림,롯데햄장조림95G,137,11
10150,통조림/안주,통조림,보일드통조림,기타수산통조림,샘표우리엄마멸치볶음50G,138,12
10152,통조림/안주,통조림,보일드통조림,번데기통조림,펭권번데기130g,139,13
10153,통조림/안주,통조림,보일드통조림,참치통조림,사조)마일드참치200G,140,14
10154,통조림/안주,통조림,보일드통조림,고등어통조림,펭귄고등어보일드400G,141,15
10155,통조림/안주,통조림,보일드통조림,고등어통조림,HC고등어400g,142,16
10157,통조림/안주,통조림,보일드통조림,채소통조림,다크레드강낭콩400g,143,17
10158,통조림/안주,통조림,보일드통조림,골뱅이통조림,동원자연산골뱅이400G,144,18
10159,통조림/안주,통조림,보일드통조림,골뱅이통조림,유동자연산골뱅이400G,145,19
10160,통조림/안주,통조림,과일통조림,복숭아통조림,골드)황도슬라이스,146,20
10161,통조림/안주,통조림,과일통조림,복숭아통조림,펭귄백도400g,147,21
10162,통조림/안주,통조림,보일드통조림,채소통조림,베이크드빈스400g,148,22
10163,통조림/안주,통조림,과일통조림,복숭아통조림,펭귄)황도슬라이스400g,149,23
10164,통조림/안주,통조림,보일드통조림,골뱅이통조림,유동)깔끔하게매운자연산골뱅이300G,150,24
10165,통조림/안주,통조림,보일드통조림,골뱅이통조림,유동순살왕꼬막_골뱅이280G,151,25
10166,통조림/안주,통조림,보일드통조림,골뱅이통조림,유동자연산골뱅이230G,152,26
10167,통조림/안주,통조림,가미통조림,옥수수/반찬통조림,동원스위트콘340G,153,27
10168,통조림/안주,통조림,가미통조림,스팸/햄통조림,CJ스팸340G,154,28
10169,통조림/안주,통조림,가미통조림,스팸/햄통조림,롯데런천미트340G,155,29
10170,통조림/안주,통조림,가미통조림,스팸/햄통조림,CJ스팸200G,156,30
10171,통조림/안주,통조림,가미통조림,스팸/햄통조림,동원리챔200G,157,31
10172,통조림/안주,통조림,가미통조림,스팸/햄통조림,동원리챔오리지날120G,158,32
10264,통조림/안주,통조림,가미통조림,옥수수/반찬통조림,대상종가집캔김치깔끔한맛,206,33
10323,통조림/안주,통조림,보일드통조림,채소통조림,베이크드빈스420G,224,34
10324,통조림/안주,통조림,보일드통조림,번데기통조림,유동번데기280G,225,35
10325,통조림/안주,통조림,보일드통조림,닭가슴살통조림,사조훈제닭가슴살90G,226,36
10326,통조림/안주,통조림,보일드통조림,채소통조림,SW프리미엄칠리빈130G,227,37
15037,통조림/안주,통조림,가미통조림,옥수수/반찬통조림,오뚜기스위트콘340G,258,38
15038,통조림/안주,통조림,과일통조림,기타통조림,델몬트피에스타후르츠칵테일850G,259,39
15065,통조림/안주,통조림,애견식품,애견습식사료,시저쇠고기와닭고기100G,284,40
15086,통조림/안주,통조림,보일드통조림,채소통조림,한아름영농프리미엄치킨무200G,295,41
15099,통조림/안주,안주,냉장/냉동식품,간편요리,CJ제일안주순살불닭190G,305,42
15293,통조림/안주,통조림,보일드통조림,기타축산통조림,롯데햄고추장고기볶음240G(번들),417,43
15294,통조림/안주,통조림,가미통조림,옥수수/반찬통조림,롯데햄장조림240G(번들),418,44
15295,통조림/안주,통조림,보일드통조림,기타축산통조림,롯데햄고추장고기볶음80G(단품),419,45
15296,통조림/안주,통조림,가미통조림,옥수수/반찬통조림,롯데햄장조림80G(단품),420,46
15461,통조림/안주,통조림,과일통조림,복숭아통조림,동원지중해황도번들4입1240G,490,47
15633,통조림/안주,안주,냉장/냉동식품,유제품,CJ더건강한치즈200G,525,48
16020,통조림/안주,통조림,애견식품,애견습식사료,미소캣퓨어미니캔대구살180G,733,49
16021,통조림/안주,통조림,애견식품,애견습식사료,미소캣퓨어미니캔참치180G,734,50
16022,통조림/안주,통조림,애견식품,애견습식사료,미소캣퓨어미니캔닭가슴살180G,735,51
20162,통조림/안주,안주,수산물/건해산,쥐포/어포/육포,CJ)쫄깃한육포45G,859,52
20191,통조림/안주,통조림,과일통조림,기타통조림,오뚜기딸기잼500G,874,53
20236,통조림/안주,통조림,보일드통조림,꽁치통조림,오뚜기꽁치(캔)400g,903,54
20311,통조림/안주,통조림,보일드통조림,채소통조림,SW프리미엄키드니빈432G,934,55
20312,통조림/안주,통조림,과일통조림,복숭아통조림,홈플러스시그니처그리스황도슬라이스410G,935,56
20313,통조림/안주,통조림,가미통조림,옥수수/반찬통조림,그린자이안트니블렛스위트콘340G,936,57
20314,통조림/안주,통조림,보일드통조림,참치통조림,동원김치찌개참치250G,937,58
20315,통조림/안주,통조림,가미통조림,스팸/햄통조림,롯데푸드롯데햄런천미트_플러스200G,938,59
25039,통조림/안주,통조림,과일통조림,복숭아통조림,팜팩토리피치420G,980,60
25058,통조림/안주,통조림,애견식품,애견습식사료,시저쇠고기100G,999,61
25074,통조림/안주,통조림,보일드통조림,채소통조림,한아름영농프리미엄치킨무치자열매색200G,1012,62
25118,통조림/안주,안주,냉장/냉동식품,간편요리,CJ제일안주매콤알찜170G,1033,63
25201,통조림/안주,통조림,보일드통조림,골뱅이통조림,동표)홈플러스Signature골뱅이400G,1080,64
25202,통조림/안주,통조림,보일드통조림,기타수산통조림,유성물산교역)유동순살왕꼬막280G,1081,65
25203,통조림/안주,통조림,가미통조림,참치통조림,동원)맛있는살코기더참치고소한쌈90G,1082,66
25204,통조림/안주,통조림,가미통조림,참치통조림,동원)동원참치100G,1083,67
25205,통조림/안주,통조림,가미통조림,참치통조림,동원)동원참치쿡짜글이용100G,1084,68
25206,통조림/안주,통조림,가미통조림,참치통조림,사조)손이안전한안심따개고추참치100G,1085,69
25207,통조림/안주,통조림,가미통조림,참치통조림,사조)손이안전한안심따개야채참치100G,1086,70
25287,통조림/안주,통조림,가미통조림,스팸/햄통조림,사조안심팜340G,1111,71
25288,통조림/안주,통조림,가미통조림,참치통조림,오뚜기살코기오뚜기참치안심알미늄150G,1112,72
25289,통조림/안주,통조림,보일드통조림,기타축산통조림,세방유통롱간통조림565G,1113,73
25408,통조림/안주,통조림,과일통조림,복숭아통조림,팜팩토리피치840G,1173,74
25409,통조림/안주,통조림,과일통조림,복숭아통조림,그리스온리프라이스반으로자른지중해황도820G,1174,75
25412,통조림/안주,통조림,보일드통조림,채소통조림,티디에프코리아베이키드빈스425G2개입(번들),1175,76
25413,통조림/안주,통조림,보일드통조림,채소통조림,티디에프코리아베이키드빈스425G,1176,77
26020,통조림/안주,안주,견과류,아몬드,머거본새우몬드80G,1499,78
30153,통조림/안주,통조림,과일통조림,기타통조림,오뚜기포도쨈500G,1656,79
30282,통조림/안주,통조림,보일드통조림,닭가슴살통조림,사조리얼닭가슴살90G,1714,80
30283,통조림/안주,통조림,가미통조림,스팸/햄통조림,홈플러스시그니처우리돼지리얼팜200G,1715,81
30284,통조림/안주,통조림,과일통조림,파인애플통조림,프레스코파인애플410G,1716,82
30285,통조림/안주,통조림,보일드통조림,채소통조림,헌트토마토페이스트340G,1717,83
30286,통조림/안주,통조림,보일드통조림,꽁치통조림,샘표김치찌개전용꽁치400G,1718,84
30287,통조림/안주,통조림,과일통조림,기타통조림,동원깐포도400G,1719,85
30294,통조림/안주,통조림,보일드통조림,기타수산통조림,라소타그린올리브스터프드위드엔쵸비350G,1723,86
35034,통조림/안주,통조림,과일통조림,파인애플통조림,델몬트후레쉬슬라이스파인애플836G,1749,87
35060,통조림/안주,통조림,애견식품,애견습식사료,시저쇠고기와참치100G,1773,88
35073,통조림/안주,안주,견과류,아몬드,삼양사)아몬드120G,1778,89
35248,통조림/안주,통조림,가미통조림,스팸/햄통조림,동원F_B)리챔오리지널900G,1885,90
35249,통조림/안주,통조림,가미통조림,스팸/햄통조림,동원F_B)리챔오리지널300G,1886,91
35250,통조림/안주,통조림,보일드통조림,닭가슴살통조림,사조)안심훈제닭가슴살540G,1887,92
35251,통조림/안주,통조림,보일드통조림,닭가슴살통조림,사조)안심훈제닭가슴살135G,1888,93
35255,통조림/안주,통조림,과일통조림,기타통조림,동원F_B)돌트로피칼후르츠칵테일836G,1889,94
35256,통조림/안주,통조림,보일드통조림,채소통조림,미국)헌트홀토마토411G,1890,95
35262,통조림/안주,통조림,가미통조림,옥수수/반찬통조림,프랑스)그린자이언트니블렛스위트콘340G,1896,96
35264,통조림/안주,통조림,가미통조림,스팸/햄통조림,CJ제일제당)더건강한오리지널340G,1898,97
35284,통조림/안주,통조림,보일드통조림,고등어통조림,사조)간편하게먹는고등어로제맛120G,1913,98
35285,통조림/안주,통조림,가미통조림,옥수수/반찬통조림,양포식품)우리엄마메추리알장조림130G,1914,99
35286,통조림/안주,통조림,가미통조림,참치통조림,동원)동원참치쿸미역국용100G,1915,100
35287,통조림/안주,통조림,가미통조림,참치통조림,동원)동원참치쿡미역국용300G,1916,101
35626,통조림/안주,통조림,보일드통조림,채소통조림,동남상사)세빌프리미엄블랙올리브,2065,102
35678,통조림/안주,통조림,가미통조림,스팸/햄통조림,씨제이)스팸핫_스파이시,2099,103
35679,통조림/안주,통조림,가미통조림,스팸/햄통조림,씨제이)스팸25_라이트,2100,104
35680,통조림/안주,통조림,가미통조림,스팸/햄통조림,씨제이)스팸리치치즈_340,2101,105
35681,통조림/안주,통조림,가미통조림,옥수수/반찬통조림,동원)양반총각김치,2102,106
35682,통조림/안주,통조림,가미통조림,옥수수/반찬통조림,동원)양반갓김치,2103,107
35756,통조림/안주,통조림,보일드통조림,고등어통조림,동림식품)사조고등어,2161,108
35778,통조림/안주,통조림,가미통조림,옥수수/반찬통조림,대상)고소한맛종가집볶음김치,2173,109
35779,통조림/안주,통조림,가미통조림,스팸/햄통조림,대상)제주돼지햄,2174,110
35782,통조림/안주,통조림,보일드통조림,채소통조림,설정식품)죽순통조림,2175,111
35807,통조림/안주,안주,수산물/건해산,쥐포/어포/육포,한진식품)한입사각어포(매콤한맛),2198,112
35827,통조림/안주,안주,수산물/건해산,쥐포/어포/육포,한진식품)한입사각어포(와사비맛),2218,113
35828,통조림/안주,안주,수산물/건해산,쥐포/어포/육포,한진식품)꼬마꾸이킬(오리지널),2219,114
35829,통조림/안주,안주,수산물/건해산,쥐포/어포/육포,한진식품)꼬마꾸이킬(매운맛),2220,115
35872,통조림/안주,안주,견과류,아몬드,세계식품)칼몬드,2251,116
35882,통조림/안주,안주,수산물/건해산,쥐포/어포/육포,명성식품)한입부산어포,2258,117
35893,통조림/안주,통조림,가미통조림,참치통조림,한국마즈)쉬바7세이상참치살코기와치어와그레이비소스,2261,118
35894,통조림/안주,통조림,가미통조림,참치통조림,한국마즈)쉬바참치살코기와새우와그레이비소스,2262,119
35895,통조림/안주,통조림,가미통조림,참치통조림,한국마즈)쉬바참치와게살과그레이비소스,2263,120
35896,통조림/안주,통조림,애견식품,애견습식사료,롯데네슬레코리아)팬시피스트메들리파테프리마베라연어,2264,121
35897,통조림/안주,통조림,애견식품,애견습식사료,롯데네슬레코리아)팬시피스트엘레강트메들리플로렌틴치킨,2265,122
35898,통조림/안주,통조림,애견식품,애견습식사료,롯데네슬레코리아)팬시피스트엘레강트메들리투스카니튜나,2266,123
35899,통조림/안주,통조림,애견식품,애견습식사료,드림펫푸드)이코노미런치플러스캔참치_게살스틱,2267,124
35900,통조림/안주,통조림,보일드통조림,기타축산통조림,동원F_B)뉴트리플랜스페셜데이편안한저녁김치와닭고기,2268,125
35901,통조림/안주,통조림,보일드통조림,기타축산통조림,동원F_B)뉴트리플랜건강프로젝트장_유리너리,2269,126
35902,통조림/안주,통조림,가미통조림,참치통조림,동원F_B)뉴트리플랜흰살참치와멸치,2270,127
35963,통조림/안주,안주,견과류,아몬드,머거본)콘소메맛아몬드,2305,128
35964,통조림/안주,안주,견과류,땅콩,머거본)꿀땅콩,2306,129
35965,통조림/안주,안주,견과류,땅콩,머거본)커피땅콩,2307,130
35966,통조림/안주,안주,견과류,혼합견과,머거본)넛츠_스낵,2308,131
35967,통조림/안주,통조림,보일드통조림,채소통조림,지이디통상)캄포유기농홀토마토통조림,2309,132
40101,통조림/안주,통조림,가미통조림,참치통조림,동원참치라이트스탠다드100G,2433,133
40125,통조림/안주,통조림,보일드통조림,기타축산통조림,아기밀냠냠유기농쌀과자자색고구마떡뻥30G,2455,134
40126,통조림/안주,통조림,보일드통조림,기타축산통조림,일동)후디스냠냠DHA웨하스36G,2456,135
40177,통조림/안주,통조림,가미통조림,참치통조림,동원야채참치100g,2499,136
40179,통조림/안주,통조림,가미통조림,참치통조림,동원참치200G,2500,137
40305,통조림/안주,통조림,가미통조림,스팸/햄통조림,롯데푸드로스팜엔네이처120G,2555,138
40306,통조림/안주,통조림,보일드통조림,골뱅이통조림,유동1초매콤골뱅이오징어140G,2556,139
40307,통조림/안주,통조림,보일드통조림,꽁치통조림,샘표김치찌개전용꽁치200G,2557,140
40308,통조림/안주,통조림,보일드통조림,고등어통조림,동원고등어400G,2558,141
40310,통조림/안주,통조림,과일통조림,파인애플통조림,프레스코후르츠칵테일410G,2559,142
45026,통조림/안주,통조림,과일통조림,파인애플통조림,델몬트후레쉬컷슬라이스파인애플836G,2582,143
45064,통조림/안주,통조림,애견식품,애견습식사료,시저양고기100G,2617,144
45201,통조림/안주,통조림,보일드통조림,채소통조림,미국)거버오가닉화이트빈후무스릴크런치45G,2700,145
45202,통조림/안주,통조림,과일통조림,기타통조림,동원에프앤비)돌트로피칼후르츠칵테일432G,2701,146
45205,통조림/안주,통조림,가미통조림,옥수수/반찬통조림,양포식품주식회사)우리엄마깨끗한깻잎70G,2704,147
45206,통조림/안주,통조림,가미통조림,옥수수/반찬통조림,제너럴밀스코이라)그린자이언트니블렛스위트콘195G,2705,148
45207,통조림/안주,통조림,보일드통조림,꽁치통조림,양포식품주식회사)김치찌개전용꽁치280G,2706,149
45217,통조림/안주,통조림,보일드통조림,채소통조림,동원)리챔트러플300G,2715,150
45245,통조림/안주,통조림,보일드통조림,닭가슴살통조림,사조)안심닭가슴살540G,2731,151
45246,통조림/안주,통조림,보일드통조림,닭가슴살통조림,사조)안심닭가슴살135G,2732,152
45247,통조림/안주,통조림,보일드통조림,기타축산통조림,상하목장)클램차우더스프액상450G,2733,153
45282,통조림/안주,통조림,가미통조림,옥수수/반찬통조림,샘표)우리엄마매콤한깻잎70G,2740,154
45283,통조림/안주,통조림,보일드통조림,참치통조림,동원)마일드참치200G,2741,155
45284,통조림/안주,통조림,보일드통조림,골뱅이통조림,신진물산)동원구운골뱅이300G,2742,156
45285,통조림/안주,통조림,과일통조림,복숭아통조림,동원)제철담은황도400G,2743,157
45528,통조림/안주,통조림,가미통조림,스팸/햄통조림,씨제이)스팸리치치즈_200,2863,158
45778,통조림/안주,통조림,보일드통조림,고등어통조림,사조)간편하게먹는고등어숯불바베큐맛,2967,159
45977,통조림/안주,안주,견과류,땅콩,머거본)머거본5봉기획팩(커피땅콩3봉_꿀땅콩2봉),3085,160
45984,통조림/안주,안주,견과류,혼합견과,동우농산)매일견과하루한봉9개입,3091,161
45993,통조림/안주,통조림,애견식품,애견습식사료,롯데네슬레코리아)팬시피스트메들리파테플로렌틴치킨_치즈,3096,162
45994,통조림/안주,통조림,애견식품,애견습식사료,롯데네슬레코리아)팬시피스트메들리파테프리마베라치킨,3097,163
