,div_l,div_m,div_s,div_n
65814,통조림/안주,통조림,가미통조림,스팸/햄통조림
65815,통조림/안주,통조림,가미통조림,스팸/햄통조림
65816,면류,봉지면,국물봉지라면,일반라면
65817,통조림/안주,통조림,가미통조림,옥수수/반찬통조림
65818,통조림/안주,통조림,보일드통조림,채소통조림
65819,상온HMR,분말조미료,깨,깨
65821,상온HMR,병통조림,채소병통조림,채소병통조림
65826,상온HMR,분말조미료,기타향신료,기타향신료
65827,상온HMR,분말조미료,후추,후추
65843,커피차,분말차,커피,아메리카노
65844,과자,초콜렛,바초콜릿,바초콜릿
65845,과자,토이,토이캔디,토이캔디
65846,통조림/안주,통조림,가미통조림,참치통조림
65847,통조림/안주,통조림,보일드통조림,닭가슴살통조림
65848,과자,씨리얼,일반시리얼,일반시리얼
65849,상온HMR,봉지면,국물봉지라면,국물봉지라면
65850,상온HMR,봉지면,국물봉지라면,국물봉지라면
65851,상온HMR,봉지면,국물봉지라면,국물봉지라면
65852,음료,탄산음료,혼합탄산,혼합탄산
65854,통조림/안주,안주,견과류,혼합견과
65855,과자,견과류,혼합견과,혼합견과
65856,통조림/안주,통조림,보일드통조림,채소통조림
65857,통조림/안주,통조림,보일드통조림,채소통조림
65858,과자,비스킷,스틱과자,스틱과자
65859,과자,견과류,혼합견과,혼합견과
65860,과자,견과류,혼합견과,혼합견과
65861,통조림/안주,통조림,보일드통조림,채소통조림
65862,과자,스낵,밀가루스낵,밀가루스낵
65863,커피차,액상차,과실절임차,모과
65864,커피차,분말차,잎차,히비스커스
65865,커피차,분말차,생강차,생강차
65866,커피차,분말차,보리차,보리차
65867,커피차,분말차,기타,견과차
65869,커피차,분말차,허브차,페퍼민트
65872,과자,비스킷,스틱과자,스틱과자
65873,과자,비스킷,스틱과자,스틱과자
65874,과자,비스킷,스틱과자,스틱과자
65877,과자,비스킷,쿠키,쿠키
65878,과자,비스킷,샌드,샌드
65879,과자,스낵,밀가루스낵,밀가루스낵
65880,과자,스낵,밀가루스낵,밀가루스낵
65881,과자,비스킷,쿠키,쿠키
65882,과자,비스킷,쿠키,쿠키
65884,과자,캔디,양갱,양갱
65885,과자,비스킷,쿠키,쿠키
65886,과자,비스킷,크래커,크래커
65887,과자,비스킷,샌드,샌드
65888,과자,비스킷,샌드,샌드
65889,과자,비스킷,샌드,샌드
65890,과자,스낵,밀가루스낵,밀가루스낵
65892,과자,비스킷,쿠키,쿠키
65893,과자,초콜렛,쉘초콜릿,쉘초콜릿
65894,과자,초콜렛,쉘초콜릿,쉘초콜릿
65895,과자,캔디,토이캔디,토이캔디
65896,과자,캔디,소프트캔디,소프트캔디
65897,상온HMR,소스류,양념소스,양념소스
65900,과자,캔디,젤리,젤리
65901,과자,비스킷,샌드,샌드
65902,과자,견과류,혼합견과,혼합견과
65904,과자,스낵,야채스낵,야채스낵
65906,과자,전통과자,기타전통과자,기타전통과자
65907,과자,비스킷,샌드,샌드
65910,과자,캔디,젤리,젤리
65911,주류,기타주류,럼,럼
65912,주류,맥주,수입맥주,수입맥주
65913,과자,스낵,과일스낵,과일스낵
65914,과자,비스킷,스틱과자,스틱과자
65915,과자,스낵,밀가루스낵,밀가루스낵
65916,과자,초콜렛,쉘초콜릿,쉘초콜릿
65917,과자,비스킷,쿠키,쿠키
65918,과자,비스킷,쿠키,쿠키
65919,과자,비스킷,샌드,크래커
65920,과자,파이류,파이,파이
65921,과자,파이류,파이,파이
65922,과자,비스킷,쿠키,쿠키
65969,과자,스낵,옥수수스낵,옥수수스낵
65970,음료,차음료,일반차음료,일반차음료
65971,음료,과채음료,과채혼합음료,과채혼합음료
65972,음료,과채음료,과채혼합음료,과채혼합음료
65973,음료,과채음료,채소음료,채소음료
65974,음료,기능성음료,기타기능성음료,기타기능성음료
65975,과자,전통과자,기타전통과자,기타전통과자
65976,과자,스낵,밀가루스낵,밀가루스낵
65977,과자,스낵,밀가루스낵,밀가루스낵
65978,과자,기타,기타,기타
65979,과자,기타,기타,기타
65980,과자,기타,기타,기타
65981,과자,기타,기타,기타
65982,과자,스낵,밀가루스낵,밀가루스낵
65983,과자,스낵,밀가루스낵,밀가루스낵
65985,과자,스낵,밀가루스낵,밀가루스낵
65986,과자,스낵,밀가루스낵,밀가루스낵
65988,통조림/안주,안주,수산물/건해산,쥐포/어포/육포
65997,커피차,분말차,커피,라떼
66004,음료,기능성음료,기타기능성음료,기타기능성음료
66005,음료,과채음료,과일음료,과일음료
66007,음료,과채음료,과일음료,과일음료
66008,음료,탄산음료,혼합탄산,혼합탄산
66009,음료,기능성음료,기타기능성음료,기타기능성음료
66011,음료,기능성음료,기타기능성음료,기타기능성음료
66012,음료,차음료,일반차음료,일반차음료
66013,과자,스낵,밀가루스낵,밀가루스낵
66014,커피차,분말차,잎차,보이차
66022,과자,스낵,옥수수스낵,옥수수스낵
66023,과자,기타,기타,기타
66025,과자,기타,기타,기타
66026,과자,기타,기타,기타
66027,상온HMR,가공안주류,건과일,건과일
66028,상온HMR,스낵,감자스낵,감자스낵
66029,상온HMR,스낵,고구마스낵,고구마스낵
66030,상온HMR,건채소,고구마,고구마
66031,과자,스낵,고구마스낵,고구마스낵
66032,과자,스낵,고구마스낵,고구마스낵
66034,과자,스낵,팝콘,팝콘
66035,과자,스낵,팝콘,팝콘
66037,과자,초콜렛,쉘초콜릿,쉘초콜릿
66038,과자,초콜렛,쉘초콜릿,쉘초콜릿
66039,과자,초콜렛,쉘초콜릿,쉘초콜릿
66040,과자,비스킷,쿠키,쿠키
66042,커피차,분말차,기타,기능성차
66043,과자,초콜렛,쉘초콜릿,쉘초콜릿
66044,음료,차음료,일반차음료,일반차음료
66045,음료,차음료,일반차음료,일반차음료
66058,커피차,분말차,옥수수차,옥수수차
66059,커피차,액상차,과실절임차,블루베리
66060,상온HMR,분말조미료,허브류,허브류
66063,상온HMR,분말조미료,기타향신료,기타향신료
66065,상온HMR,분말조미료,기타향신료,기타향신료
66067,상온HMR,분말조미료,기타향신료,기타향신료
66070,커피차,분말차,둥굴레차,둥굴레차
66071,상온HMR,소스류,파스타소스,파스타소스
66072,상온HMR,분말조미료,기타향신료,기타향신료
66073,상온HMR,분말조미료,깨,깨
66074,상온HMR,분말조미료,허브류,허브류
66078,주류,전통주,청주,청주
66088,상온HMR,레저취미,반려묘간식,반려묘간식
66089,상온HMR,레저취미,반려묘간식,반려묘간식
66090,상온HMR,레저취미,반려묘간식,반려묘간식
66091,상온HMR,레저취미,반려묘사료,반려묘사료
66092,상온HMR,레저취미,반려묘간식,반려묘간식
66093,유제품,우유,가공우유,기타우유
66094,과자,과채음료,과일음료,과일음료
66095,과자,과채음료,과일음료,과일음료
66096,과자,과채음료,과일음료,과일음료
66097,상온HMR,레저취미,반려묘간식,반려묘간식
66098,상온HMR,레저취미,반려묘간식,반려묘간식
66099,상온HMR,레저취미,반려묘간식,반려묘간식
66100,상온HMR,레저취미,반려묘사료,반려묘사료
66101,유제품,우유,가공우유,기타우유
66102,유제품,치즈,체다치즈,체다치즈
66103,상온HMR,레저취미,반려묘간식,반려묘간식
66104,상온HMR,레저취미,반려묘간식,반려묘간식
66105,상온HMR,레저취미,반려묘간식,반려묘간식
66106,상온HMR,레저취미,반려묘간식,반려묘간식
66107,상온HMR,레저취미,반려묘간식,반려묘간식
66108,상온HMR,레저취미,반려묘간식,반려묘간식
66109,상온HMR,레저취미,반려묘간식,반려묘간식
66110,상온HMR,레저취미,반려묘간식,반려묘간식
66111,상온HMR,레저취미,반려묘간식,반려묘간식
66112,상온HMR,레저취미,반려묘간식,반려묘간식
66117,통조림/안주,통조림,애견식품,애견습식사료
66130,상온HMR,잡곡,현미,현미
66131,상온HMR,건채소,고구마,고구마
66132,통조림/안주,안주,수산물/건해산,쥐포/어포/육포
66133,커피차,분말차,보리차,보리차
66134,상온HMR,잡곡,기타잡곡류,기타잡곡류
66135,상온HMR,잡곡,귀리,귀리
66136,상온HMR,레토르트,기타레토르트,기타레토르트
66137,상온HMR,레토르트,기타레토르트,기타레토르트
66138,상온HMR,레토르트,즉석죽,즉석죽
66139,상온HMR,레토르트,즉석죽,즉석죽
66140,상온HMR,레토르트,즉석죽,즉석죽
66141,상온HMR,레토르트,즉석죽,즉석죽
66142,상온HMR,레토르트,즉석죽,즉석죽
66144,상온HMR,레토르트,기타레토르트,기타레토르트
66145,커피차,분말차,기타,견과차
66146,상온HMR,분말조미료,기타향신료,기타향신료
66147,상온HMR,레저취미,반려묘사료,반려묘사료
66150,음료,차음료,일반차음료,일반차음료
66151,음료,과채음료,어린이음료,어린이음료
66152,상온HMR,레저취미,반려묘간식,반려묘간식
66153,음료,과채음료,과일음료,과일음료
66154,음료,과채음료,어린이음료,어린이음료
66155,주류,와인,레드와인,레드와인
66166,상온HMR,잡곡,혼합잡곡,혼합잡곡
66167,상온HMR,잡곡,현미,현미
66168,커피차,분말차,보리차,보리차
66171,음료,과채음료,어린이음료,어린이음료
66172,커피차,분말차,옥수수차,옥수수차
66182,과자,기타,기타,기타
66186,과자,비스킷,샌드,샌드
66187,과자,비스킷,쿠키,쿠키
66188,과자,비스킷,샌드,샌드
66190,과자,씨리얼,일반시리얼,일반시리얼
66192,과자,비스킷,쿠키,쿠키
66210,커피차,분말차,코코아/핫초코,초코맛
66241,상온HMR,레토르트,즉석밥,즉석밥
66242,상온HMR,레토르트,기타레토르트,기타레토르트
66243,과자,캔디,젤리,젤리
66244,상온HMR,레저취미,반려묘사료,반려묘사료
66245,상온HMR,레저취미,반려묘사료,반려묘사료
66246,상온HMR,레저취미,반려묘사료,반려묘사료
66247,상온HMR,레토르트,즉석국/찌개,즉석국/찌개
66300,음료,기능성음료,기타기능성음료,기타기능성음료
66301,음료,과채음료,과채혼합음료,과채혼합음료
66302,음료,과채음료,과일음료,과일음료
66303,유제품,요구르트,마시는 요구르트,마시는 요구르트
66304,디저트,푸딩/젤리,냉장푸딩류,냉장푸딩류
66305,통조림/안주,통조림,보일드통조림,채소통조림
66306,통조림/안주,통조림,보일드통조림,채소통조림
66307,과자,스낵,밀가루스낵,밀가루스낵
66308,디저트,푸딩/젤리,냉장젤리류,냉장젤리류
66309,디저트,푸딩/젤리,냉장젤리류,냉장젤리류
66310,상온HMR,레토르트,기타레토르트,기타레토르트
66315,통조림/안주,안주,수산물/건해산,쥐포/어포/육포
66320,면류,봉지면,국물봉지라면,일반라면
66321,면류,봉지면,국물봉지라면,일반라면
66322,통조림/안주,안주,수산물/건해산,쥐포/어포/육포
66323,유제품,요구르트,마시는 요구르트,마시는 요구르트
66324,유제품,요구르트,마시는 요구르트,마시는 요구르트
66325,유제품,요구르트,마시는 요구르트,마시는 요구르트
66326,통조림/안주,통조림,가미통조림,참치통조림
66327,통조림/안주,통조림,가미통조림,참치통조림
66328,통조림/안주,통조림,가미통조림,참치통조림
66329,통조림/안주,통조림,가미통조림,참치통조림
66330,통조림/안주,통조림,가미통조림,참치통조림
66331,통조림/안주,통조림,보일드통조림,참치통조림
66332,통조림/안주,통조림,가미통조림,참치통조림
66333,통조림/안주,통조림,보일드통조림,참치통조림
66334,통조림/안주,통조림,가미통조림,참치통조림
66335,통조림/안주,통조림,보일드통조림,닭가슴살통조림
66336,통조림/안주,통조림,가미통조림,참치통조림
66337,통조림/안주,통조림,보일드통조림,닭가슴살통조림
66338,통조림/안주,통조림,가미통조림,옥수수/반찬통조림
66339,통조림/안주,통조림,보일드통조림,채소통조림
66340,통조림/안주,통조림,과일통조림,복숭아통조림
66341,유제품,치즈,체다치즈,체다치즈
66342,유제품,치즈,체다치즈,체다치즈
66343,음료,과채음료,과일음료,과일음료
66344,음료,과채음료,어린이음료,어린이음료
66345,상온HMR,레저취미,반려묘사료,반려묘사료
66346,상온HMR,레토르트,기타레토르트,기타레토르트
66347,면류,봉지면,비빔봉지라면,비빔면
66348,면류,봉지면,국물봉지라면,일반라면
66349,면류,봉지면,비빔봉지라면,짜장라면
66350,면류,봉지면,국물봉지라면,일반라면
66351,면류,봉지면,국물봉지라면,일반라면
66360,음료,과채음료,어린이음료,어린이음료
66361,주류,맥주,수입맥주,수입맥주
66362,주류,맥주,수입맥주,수입맥주
66363,주류,맥주,국내맥주,국내맥주
66364,주류,맥주,국내맥주,국내맥주
66365,면류,봉지면,국물봉지라면,일반라면
66366,면류,봉지면,국물봉지라면,일반라면
66367,면류,봉지면,비빔봉지라면,짜장라면
66368,면류,봉지면,국물봉지라면,일반라면
66369,상온HMR,레저취미,반려묘사료,반려묘사료
66370,통조림/안주,안주,견과류,땅콩
66371,통조림/안주,안주,견과류,땅콩
66373,통조림/안주,통조림,가미통조림,참치통조림
66374,통조림/안주,통조림,애견식품,애견습식사료
66375,통조림/안주,통조림,애견식품,애견습식사료
66376,통조림/안주,통조림,애견식품,애견습식사료
66377,통조림/안주,통조림,애견식품,애견습식사료
66378,통조림/안주,통조림,애견식품,애견습식사료
66379,통조림/안주,통조림,애견식품,애견습식사료
66382,상온HMR,레저취미,반려묘사료,반려묘사료
66383,상온HMR,레저취미,반려묘사료,반려묘사료
66384,면류,봉지면,국물봉지라면,일반라면
70002,음료,커피음료,커피음료,커피음료
70024,음료,커피음료,커피음료,커피음료
70033,음료,과채음료,과일음료,과일음료
70034,음료,탄산음료,혼합탄산,혼합탄산
70035,음료,과채음료,과일음료,과일음료
70036,음료,차음료,일반차음료,일반차음료
70037,음료,커피음료,커피음료,커피음료
70040,음료,탄산수,플레인탄산수,플레인탄산수
70042,음료,생수,일반생수,일반생수
70043,음료,탄산수,Flavor탄산수,Flavor탄산수
70044,음료,생수,일반생수,일반생수
70045,음료,탄산수,플레인탄산수,플레인탄산수
70046,음료,차음료,일반차음료,일반차음료
70047,음료,탄산음료,혼합탄산,혼합탄산
70048,주류,기타주류,칵테일,칵테일
70049,음료,과채음료,채소음료,채소음료
70050,음료,탄산음료,사이다,사이다
70051,음료,탄산수,Flavor탄산수,Flavor탄산수
70054,음료,생수,일반생수,일반생수
70055,주류,맥주,수입맥주,수입맥주
70056,음료,차음료,기타차음료,기타차음료
70057,주류,맥주,국내맥주,국내맥주
70058,주류,맥주,수입맥주,수입맥주
70059,주류,맥주,국내맥주,국내맥주
70060,주류,맥주,국내맥주,국내맥주
70061,음료,탄산음료,사이다,사이다
70062,주류,맥주,국내맥주,국내맥주
70063,음료,탄산음료,사이다,사이다
70064,음료,과채음료,과일음료,과일음료
70065,음료,탄산수,Flavor탄산수,Flavor탄산수
70066,음료,과채음료,과일음료,과일음료
70067,음료,과채음료,과일음료,과일음료
70068,과자,과채음료,과일음료,과일음료
70069,과자,과채음료,과일음료,과일음료
70070,음료,과채음료,과일음료,과일음료
70071,음료,차음료,일반차음료,일반차음료
70072,음료,과채음료,과일음료,과일음료
70073,음료,커피음료,커피음료,커피음료
70074,음료,커피음료,커피음료,커피음료
70075,음료,과채음료,과일음료,과일음료
70076,음료,탄산음료,혼합탄산,혼합탄산
70077,음료,기능성음료,스포츠음료,스포츠음료
70078,음료,과채음료,과일음료,과일음료
70079,음료,탄산음료,혼합탄산,혼합탄산
70080,음료,과채음료,과일음료,과일음료
70081,음료,탄산음료,혼합탄산,혼합탄산
70082,과자,스낵,밀가루스낵,밀가루스낵
70083,과자,비스킷,스틱과자,스낵/감자스낵
70086,과자,스낵,밀가루스낵,밀가루스낵
70087,과자,빵,호빵,호빵
70089,과자,스낵,샌드,샌드
70092,과자,초콜렛,쉘초콜릿,쉘초콜릿
70093,과자,스낵,스틱과자,스낵/감자스낵
70095,과자,비스킷,쿠키,쿠키
70096,과자,스낵,밀가루스낵,밀가루스낵
70097,과자,파이류,파이,파이
70099,과자,비스킷,스틱과자,스낵/감자스낵
70100,음료,과채음료,과일음료,과일음료
70101,음료,과채음료,과일음료,과일음료
70102,과자,스낵,감자스낵,감자스낵
70103,과자,비스킷,샌드,샌드
70105,유제품,치즈,체다치즈,체다치즈
70106,과자,파이류,케이크,케이크
70107,과자,비스킷,샌드,샌드
70110,과자,비스킷,스틱과자,스틱과자
70111,과자,껌류,토이껌류,토이껌류
70112,과자,껌류,토이껌류,토이껌류
70115,과자,껌류,일반껌,일반껌
70117,과자,비스킷,쿠키,쿠키
70118,과자,캔디,하드캔디,하드캔디
70120,과자,캔디,젤리,젤리
70121,과자,껌류,기능성껌,기능성껌
70122,과자,초콜렛,쉘초콜릿,쉘초콜릿
70123,과자,캔디,젤리,젤리
70124,과자,캔디,소프트캔디,소프트캔디
70125,과자,스낵,밀가루스낵,밀가루스낵
70126,과자,스낵,밀가루스낵,밀가루스낵
70127,과자,스낵,밀가루스낵,밀가루스낵
70128,과자,캔디,젤리,젤리
70129,통조림/안주,안주,견과류,아몬드
70130,통조림/안주,안주,수산물/건해산,쥐포/어포/육포
70131,통조림/안주,안주,수산물/건해산,쥐포/어포/육포
70132,과자,껌류,일반껌,일반껌
70133,면류,봉지면,비빔봉지라면,짜장라면
70134,면류,봉지면,비빔봉지라면,짜장라면
70135,면류,봉지면,국물봉지라면,일반라면
70136,면류,봉지면,비빔봉지라면,비빔면
70137,면류,봉지면,국물봉지라면,일반라면
70138,면류,봉지면,국물봉지라면,일반라면
70139,면류,봉지면,국물봉지라면,일반라면
70140,과자,스낵,밀가루스낵,밀가루스낵
70141,과자,캔디,젤리,젤리
70142,과자,스낵,감자스낵,감자스낵
70143,과자,스낵,감자스낵,감자스낵
70147,과자,캔디,기능성캔디,기능성캔디
70151,커피차,분말차,둥굴레차,둥굴레차
70153,커피차,분말차,잎차,자스민
70154,과자,스낵,밀가루스낵,밀가루스낵
70155,유제품,버터,마가린,마가린
70156,주류,전통주,과실주,과실주
70158,과자,초콜렛,쉘초콜릿,쉘초콜릿
70159,과자,초콜렛,쉘초콜릿,쉘초콜릿
70160,과자,스낵,밀가루스낵,밀가루스낵
70161,과자,스낵,밀가루스낵,밀가루스낵
70166,과자,스낵,감자스낵,감자스낵
70167,과자,초콜렛,쉘초콜릿,쉘초콜릿
70168,과자,비스킷,쿠키,크래커
70172,과자,비스킷,쿠키,쿠키
70173,과자,비스킷,쿠키,쿠키
70174,과자,비스킷,크래커,크래커
70175,상온HMR,레토르트,기타레토르트,기타레토르트
70176,상온HMR,레토르트,기타레토르트,기타레토르트
70187,주류,맥주,국내맥주,국내맥주
70189,과자,캔디,하드캔디,하드캔디
70192,주류,기타주류,칵테일,칵테일
70196,주류,소주,증류식소주,증류식소주
70202,주류,전통주,청주,청주
70203,상온HMR,레토르트,즉석죽,즉석죽
70204,음료,기능성음료,기타기능성음료,기타기능성음료
70205,상온HMR,분말조리식,분말스프,분말스프
70206,상온HMR,레토르트,즉석국/찌개,즉석국/찌개
70207,커피차,분말차,커피,라떼
70208,디저트,과채음료,과일음료,과일음료
70209,과자,비스킷,크래커,크래커
70210,유제품,우유,가공우유,기타우유
70211,음료,과채음료,과일음료,과일음료
70212,음료,과채음료,과채혼합음료,과채혼합음료
70213,음료,과채음료,과채혼합음료,과채혼합음료
70214,유제품,우유,가공우유,바나나우유
70215,유제품,우유,일반우유,일반우유
70216,유제품,요구르트,마시는 요구르트,마시는 요구르트
70217,음료,과채음료,과채혼합음료,과채혼합음료
70218,음료,과채음료,과채혼합음료,과채혼합음료
70219,음료,과채음료,어린이음료,어린이음료
70220,유제품,우유,가공우유,커피우유
70221,과자,비스킷,쿠키,쿠키
70224,상온HMR,레토르트,기타레토르트,기타레토르트
70225,상온HMR,레토르트,기타레토르트,기타레토르트
70226,상온HMR,레토르트,기타레토르트,기타레토르트
70227,과자,스낵,옥수수스낵,옥수수스낵
70233,커피차,분말차,커피,인스턴트커피
70271,주류,맥주,수입맥주,수입맥주
70272,주류,전통주,막걸리,막걸리
70273,주류,전통주,청주,청주
70274,주류,기타주류,칵테일,칵테일
70275,주류,맥주,수입맥주,수입맥주
70276,주류,기타주류,칵테일,칵테일
70277,주류,소주,증류식소주,증류식소주
70278,주류,소주,증류식소주,증류식소주
70279,주류,맥주,수입맥주,수입맥주
70280,주류,맥주,수입맥주,수입맥주
70281,과자,스낵,밀가루스낵,밀가루스낵
70282,과자,캔디,소프트캔디,소프트캔디
70283,과자,비스킷,쿠키,쿠키
75001,상온HMR,가공분말류,호떡믹스,호떡믹스
75002,상온HMR,가공분말류,기타프리믹스,기타프리믹스
75003,상온HMR,소스류,맛가루,맛가루
75004,과자,비스킷,쿠키,쿠키
75005,상온HMR,가공분말류,기타프리믹스,기타프리믹스
75006,과자,비스킷,쿠키,쿠키
75007,커피차,분말차,기타,기타
75008,과자,비스킷,쿠키,쿠키
75009,과자,비스킷,쿠키,쿠키
75012,주류,전통주,과실주,과실주
75013,주류,전통주,막걸리,막걸리
75014,주류,전통주,청주,청주
75018,상온HMR,잡곡,보리,보리
75019,커피차,분말차,옥수수차,옥수수차
75020,주류,와인,스파클링와인,스파클링와인
75021,주류,와인,레드와인,레드와인
75022,음료,과채음료,어린이음료,어린이음료
75023,음료,탄산수,Flavor탄산수,Flavor탄산수
75024,음료,탄산수,Flavor탄산수,Flavor탄산수
75025,음료,탄산음료,사이다,사이다
75026,주류,전통주,고량주,고량주
75031,주류,와인,레드와인,레드와인
75032,음료,과채음료,과일음료,과일음료
75033,주류,와인,스파클링와인,스파클링와인
75035,주류,전통주,막걸리,막걸리
75036,주류,소주,증류식소주,증류식소주
75038,통조림/안주,통조림,보일드통조림,참치통조림
75039,통조림/안주,안주,견과류,혼합견과
75041,음료,탄산음료,콜라,콜라
75042,과자,스낵,쌀스낵,쌀스낵
75043,과자,스낵,과일스낵,과일스낵
75044,과자,스낵,과일스낵,과일스낵
75045,과자,스낵,야채스낵,야채스낵
75046,과자,스낵,밀가루스낵,밀가루스낵
75047,과자,스낵,밀가루스낵,밀가루스낵
75048,면류,용기면,국물용기라면,우동라면
75051,상온HMR,소스류,파스타소스,파스타소스
75052,상온HMR,분말조미료,기타향신료,기타향신료
75054,상온HMR,분말조미료,기타향신료,기타향신료
75055,상온HMR,분말조미료,기타향신료,기타향신료
75056,상온HMR,분말조미료,후추,후추
75058,상온HMR,분말조미료,허브류,허브류
75059,상온HMR,분말조미료,후추,후추
75060,면류,봉지면,국물봉지라면,쌀국수
75061,상온HMR,소스류,양념소스,양념소스
75062,상온HMR,잡곡,기타잡곡류,기타잡곡류
75063,상온HMR,소스류,양념소스,양념소스
75064,상온HMR,가공안주류,건과일,건과일
75065,상온HMR,가공안주류,건과일,건과일
75066,상온HMR,레토르트,즉석스프,즉석스프
75067,상온HMR,레토르트,즉석스프,즉석스프
75068,상온HMR,레토르트,즉석스프,즉석스프
75069,상온HMR,소스류,국물용소스,국물용소스
75070,상온HMR,소스류,국물용소스,국물용소스
75071,상온HMR,소스류,양념소스,양념소스
75072,상온HMR,소스류,양념소스,양념소스
75073,상온HMR,소스류,양념소스,양념소스
75074,상온HMR,가공안주류,견과류,견과류
75075,상온HMR,소스류,양념소스,양념소스
75076,상온HMR,스낵,과일스낵,과일스낵
75077,상온HMR,스낵,쌀스낵,쌀스낵
75079,상온HMR,스낵,쌀스낵,쌀스낵
75090,커피차,분말차,커피,인스턴트커피
80001,음료,생수,일반생수,일반생수
80002,음료,과채음료,과일음료,과일음료
80003,음료,과채음료,과채혼합음료,과채혼합음료
80004,음료,과채음료,과일음료,과일음료
80005,음료,과채음료,과일음료,과일음료
80006,음료,과채음료,과일음료,과일음료
80007,음료,과채음료,과일음료,과일음료
80008,음료,과채음료,과채혼합음료,과채혼합음료
80009,음료,과채음료,과채혼합음료,과채혼합음료
80010,음료,과채음료,과일음료,과일음료
80011,음료,탄산음료,사이다,사이다
80012,음료,과채음료,과일음료,과일음료
80014,음료,과채음료,과일음료,과일음료
80015,음료,커피음료,커피음료,커피음료
80016,음료,커피음료,커피음료,커피음료
80017,음료,탄산음료,혼합탄산,혼합탄산
80018,음료,탄산음료,혼합탄산,혼합탄산
80019,음료,탄산음료,혼합탄산,혼합탄산
80020,음료,과채음료,과일음료,과일음료
80021,주류,맥주,국내맥주,국내맥주
80022,음료,과채음료,과일음료,과일음료
80023,음료,과채음료,과일음료,과일음료
80024,음료,과채음료,과일음료,과일음료
80025,음료,탄산음료,혼합탄산,혼합탄산
80026,음료,과채음료,과일음료,과일음료
80027,음료,차음료,일반차음료,일반차음료
80028,음료,차음료,일반차음료,일반차음료
80029,음료,탄산수,플렝니탄산수,플렝니탄산수
80030,음료,과채음료,어린이음료,어린이음료
80031,음료,과채음료,채소음료,채소음료
80032,음료,과채음료,과일음료,과일음료
80033,음료,과채음료,과일음료,과일음료
80034,음료,생수,일반생수,일반생수
80035,음료,과채음료,과일음료,과일음료
80036,음료,차음료,일반차음료,일반차음료
80037,음료,탄산수,플레인탄산수,플레인탄산수
80038,음료,과채음료,과일음료,과일음료
80039,음료,기능성음료,스포츠음료,스포츠음료
80040,음료,탄산수,Flavor탄산수,Flavor탄산수
80041,음료,탄산수,Flavor탄산수,Flavor탄산수
80042,음료,차음료,일반차음료,일반차음료
80043,음료,차음료,일반차음료,일반차음료
80044,음료,차음료,일반차음료,일반차음료
80045,음료,탄산음료,혼합탄산,혼합탄산
80046,음료,탄산음료,혼합탄산,혼합탄산
80047,음료,기능성음료,스포츠음료,스포츠음료
80048,음료,생수,일반생수,일반생수
80049,음료,커피음료,커피음료,커피음료
80050,음료,과채음료,과일음료,과일음료
80051,음료,과채음료,과일음료,과일음료
80052,음료,과채음료,과일음료,과일음료
80053,음료,과채음료,과일음료,과일음료
80054,음료,과채음료,과일음료,과일음료
80055,음료,과채음료,과일음료,과일음료
80056,음료,과채음료,과일음료,과일음료
80057,음료,과채음료,과일음료,과일음료
80058,음료,차음료,전통차음료,전통차음료
80059,음료,과채음료,채소음료,채소음료
80061,음료,차음료,일반차음료,일반차음료
80062,음료,과채음료,과일음료,과일음료
80063,음료,과채음료,과일음료,과일음료
80064,음료,과채음료,과일음료,과일음료
80065,음료,과채음료,과일음료,과일음료
80066,음료,과채음료,과일음료,과일음료
80067,음료,과채음료,과일음료,과일음료
80068,음료,과채음료,과일음료,과일음료
80069,음료,차음료,일반차음료,일반차음료
80070,음료,과채음료,과일음료,과일음료
80082,과자,비스킷,스틱과자,스틱과자
80083,과자,비스킷,스틱과자,스틱과자
80084,과자,비스킷,스틱과자,스틱과자
80085,과자,비스킷,스틱과자,스틱과자
80086,과자,비스킷,스틱과자,스틱과자
80087,과자,비스킷,스틱과자,스틱과자
80088,과자,비스킷,스틱과자,스틱과자
80089,과자,비스킷,스틱과자,스틱과자
80090,과자,비스킷,스틱과자,스틱과자
80091,과자,건강보조식품,비타민/미네랄,비타민/미네랄
80092,과자,비스킷,스틱과자,스틱과자
80093,과자,비스킷,스틱과자,스낵/감자스낵
80094,과자,비스킷,쿠키,쿠키
80095,과자,비스킷,스틱과자,스틱과자
80096,과자,비스킷,샌드,샌드
80097,과자,비스킷,스틱과자,스낵/감자스낵
80098,과자,비스킷,쿠키,쿠키
80099,과자,스낵,밀가루스낵,밀가루스낵
80100,과자,비스킷,쿠키,쿠키
80101,과자,비스킷,쿠키,쿠키
80102,과자,비스킷,샌드,샌드
80103,과자,비스킷,쿠키,쿠키
80104,과자,비스킷,쿠키,쿠키
80105,과자,파이류,파이,파이
80106,과자,파이류,파이,파이
80107,과자,파이류,파이,파이
80108,과자,비스킷,스틱과자,스낵/감자스낵
80109,면류,봉지면,국물봉지라면,일반라면
80110,면류,봉지면,국물봉지라면,일반라면
80111,면류,봉지면,국물봉지라면,짬뽕라면
80112,면류,봉지면,국물봉지라면,일반라면
80114,과자,사탕,하드캔디,하드캔디
80115,과자,스낵,밀가루스낵,밀가루스낵
80116,주류,맥주,국내맥주,국내맥주
80117,과자,스낵,감자스낵,감자스낵
80121,커피차,분말차,커피,아메리카노
80122,커피차,분말차,커피,아메리카노
80123,커피차,분말차,커피,아메리카노
